700nm,710nm,717nm,725nm,732nm,740nm,743nm,748nm,751nm,753nm,758nm,763nm,768nm,780nm,792nm,798nm,805nm,815nm,830nm,850nm
0.009094756106969016,0.008761679069281512,0.0086721617452362,0.008675429005497387,0.009239881748700302,0.010052741054592564,0.01047044363802942,0.011230120974601214,0.011752824013051041,0.012033572894597996,0.012271353804544919,0.012165388726902081,0.011934029858641764,0.011422099591018114,0.011020777941790256,0.011032147162543927,0.0110354124411565,0.011216311050163493,0.012690106767521747,0.01436189341854412
0.018830319186225384,0.017474346796429584,0.016818049924279144,0.01624237347187179,0.016314442530014503,0.017410514861895404,0.018255698787435014,0.019908812171383426,0.02115346044076824,0.02184680045456215,0.022471903140302115,0.022248851449565867,0.021710834112957867,0.020465623759288707,0.01950419285984271,0.019479613732397424,0.01950754043224245,0.019860352425470976,0.021710104074618233,0.023707122808890826
0.009108329146905656,0.00869568252777372,0.008566952402592656,0.00853243180174779,0.009085401275998732,0.009950929514635885,0.010418698663952815,0.011278461481844953,0.011879120654168183,0.012203172513800575,0.012477754125012685,0.012361296136513504,0.012110089478925412,0.011532224623213334,0.011066234576594962,0.011065725467749796,0.011068851253922816,0.011268612442831826,0.012800066256196752,0.014536092335808928
0.009999516092158177,0.009551897566779238,0.009408171572877882,0.009363729514019281,0.009922432981034996,0.010829111973581393,0.011325064864655768,0.012239357581466846,0.012879889911046475,0.013227099597887763,0.013529120022498623,0.013414664600317146,0.013154727634289327,0.012561410096216277,0.012086613271033924,0.012100488236285345,0.012114562824251213,0.012336728661428847,0.013947635701652935,0.015763496766401753
0.021767130272177627,0.020461841888592812,0.019883926612822483,0.019443132321073843,0.019757489137342658,0.0211797114988102,0.022167864130774394,0.02407418077821041,0.02548077023939344,0.026270918798602393,0.027050358336679695,0.026916243597531555,0.02645334171524547,0.025389466390038425,0.024561393391487808,0.02469847405012685,0.024844330042161356,0.025384615881566458,0.02785764441372518,0.030496682021533873
0.0135423746951095,0.012861315702904042,0.012593196065585267,0.012431371559399019,0.012831042727703267,0.013821980144461631,0.014437346173472622,0.015602335849659416,0.016442391007885936,0.016910677724886487,0.01737029581838717,0.017290609669688938,0.01701768411302762,0.016400943047191988,0.015919100707392296,0.01601711657381158,0.016106257804432467,0.016447728565303684,0.018207115151121993,0.0201169066822312
0.020314620533090074,0.019159028549249616,0.018667105912333434,0.018317948003021903,0.01867057989548771,0.020059166251986185,0.020999889867538136,0.0228084997175715,0.02413555268824905,0.02488405774616759,0.0256479335972103,0.025568159251481842,0.025191274091476767,0.02432175504635544,0.023637827455143763,0.023825952287679236,0.024007127605141107,0.024568277324976504,0.02699363496193701,0.02956747942996404
0.014741823242391454,0.013951288122010914,0.013641716642588127,0.013456147246976616,0.01385372811642826,0.014992534242473762,0.015721302969374785,0.017109125873890803,0.018115641998708763,0.018682054503875563,0.01926488361937739,0.019221787517661394,0.018967402858928246,0.018369843091554997,0.017885151873539312,0.018047387810994863,0.01819795825165284,0.018648006995832172,0.020637281673177382,0.022764924894157417
0.01226676376748375,0.011548259126882301,0.011231324213664164,0.010989066726502145,0.01127984781430573,0.01210012493018468,0.012635980601319452,0.013657463630864243,0.014403893161246427,0.014814109103561554,0.0151717756335169,0.015020992776087507,0.014678574330451343,0.013904397573099282,0.013309374749590071,0.01329549682736659,0.013299400816892678,0.013516507870382903,0.01495625955726171,0.016551813266912095
0.00746263797481927,0.007235465190155036,0.007194886894161207,0.007237421220775495,0.007819429257600055,0.00853944939992769,0.008880138995054822,0.009486911890399206,0.009893956383388032,0.010107111111418512,0.010265428947396729,0.010149444576082462,0.009931235704741533,0.009452447077195817,0.00907811062496599,0.009055384940124983,0.00902704305470925,0.009145752487895993,0.010461992698155237,0.011983207484603768
0.011652863124453553,0.010933681131115425,0.010611360455470868,0.010357707927722287,0.010612752301813688,0.011394851811122758,0.01191644447277068,0.012913952029571015,0.013646120618251108,0.014048563171158055,0.01439689604187944,0.014246077135828282,0.013908953727388908,0.013140099895106814,0.012545754641393564,0.012522590025858564,0.01252202267372836,0.012727888396550393,0.014087542474606128,0.015594896683884928
0.021729275623418,0.020205278429338135,0.01948310061588807,0.01886841288820589,0.01897294185433482,0.0202965297520232,0.021302005535562246,0.023266036612248808,0.024739728947123205,0.025566030113348195,0.026348569249037675,0.026151759213356007,0.025600764567698945,0.024314762774221184,0.023312161649778108,0.02336205675290035,0.02345693772822918,0.023942903363089057,0.026180728505221688,0.028566523395380967
0.01883258131828463,0.01763623432592198,0.017097931500973235,0.016674760802454953,0.01690540513200875,0.018143615334082132,0.01902397881044162,0.02072803421233327,0.02199109367617854,0.022700671215330794,0.023395911085181853,0.023270356205083536,0.022852960118494046,0.02188129295312733,0.021118528575384578,0.021224337052483437,0.021347367867958104,0.021819937021991052,0.023948323686172886,0.02621724374843251
0.009065603314564828,0.008638715587604503,0.008477020224602661,0.008386826675239946,0.008774003162385687,0.00946645315980296,0.0098614357838788,0.01059568404101714,0.01111597836881465,0.011397767121671861,0.011634389251739749,0.011518240706220954,0.011268643074455712,0.01071378579969825,0.010286673530739813,0.010277168935167925,0.010270929739575383,0.010427047862869847,0.011670591559328019,0.01307278274825427
0.013274343718054395,0.01254045793722348,0.012242943621735801,0.01204763750890721,0.012474316194273239,0.013489848136234914,0.01412246120278723,0.015319242161935392,0.016184194841042217,0.016661547621224865,0.017100236993826384,0.016972867818269934,0.01664422085231745,0.01588848332485966,0.015291692023391335,0.015327951250715097,0.015373230606322511,0.015675871245198692,0.017453619267154358,0.019413755323669048
0.018490971576611493,0.017268373814138108,0.01671553998616071,0.016274609956573597,0.0165486633647668,0.017806410105953328,0.01869281780343623,0.020404804890026426,0.02167303180667692,0.022380356471528407,0.023044023697268302,0.022872772968229566,0.022404998461680002,0.021310659351084345,0.020447663405652117,0.020493611162326352,0.020571805137283142,0.021000742755175314,0.023146789581647214,0.025467561194169985
0.007275735422380265,0.0069893955137777936,0.006902224295595061,0.006884066346158017,0.007317059848384728,0.007945267660615256,0.008271640128904271,0.008866247347347025,0.00927710721651826,0.009496414232602961,0.009671921219052991,0.00957038469432273,0.009365235129813075,0.0089113614120395,0.00855867478358511,0.00854563675754304,0.008531343425663581,0.008654499884354884,0.009792290513340534,0.011091568057481477
0.009174025311834422,0.008743799518238945,0.00859168708761334,0.008520962779502055,0.008993245233729623,0.009770943981545512,0.010201754016221837,0.010997506776978869,0.011557392735201207,0.01185897478915372,0.012106903637752894,0.011979353345048611,0.0117148900347226,0.011117839753049323,0.010649016182676283,0.010630933317732716,0.010618914781358294,0.010785585130717392,0.012170989024080045,0.013743753381541497
0.009057121202285962,0.008572447422639535,0.008389442658526586,0.008284782525536428,0.008727933794060333,0.009513804548847876,0.009965799087752638,0.010806663295517502,0.01140438253886073,0.011726854378202834,0.0119893425498536,0.011851271383601931,0.011570915153649207,0.010925236563775923,0.010411760219730844,0.010378557005636588,0.010360802481402125,0.010528668882110086,0.011904978642114447,0.013468922264116256
0.015360044547835988,0.014550276500802805,0.014230595452122102,0.01403435199202548,0.014510342587446337,0.015681306151538885,0.016410520045373432,0.017791193954626413,0.018787875388567427,0.019342230483792265,0.019878495683636806,0.019775555809613862,0.01944803001332563,0.018695830466761335,0.018099856145399353,0.01819709742486253,0.018291604888529062,0.018684776550891354,0.020744387376419107,0.022988813125614762
0.010721150931111123,0.010221858315735154,0.010033115951310454,0.009930015221500452,0.010327887748000631,0.01112624811330501,0.011595189983999383,0.012473102686861578,0.01309869400131766,0.013442753384498005,0.01375988557990315,0.013665310544414581,0.01341809323642463,0.012869095786305625,0.012445901425395301,0.012486354341690055,0.012521483571355557,0.012749891368816565,0.01418397887520202,0.01577052560530578
0.014905113056069131,0.014114100447429724,0.013784993275841874,0.01356183255142573,0.013901531940109084,0.01492189225432427,0.015583260746647511,0.016844935296599382,0.017762990089175243,0.01827675563569541,0.018784270260613346,0.018698311014062618,0.018396871883813837,0.017716729876764863,0.017190477524295186,0.017296119513834345,0.017395468318240594,0.017763104097939277,0.019569639696887627,0.02151550473570846
0.009962869171443551,0.009527107335658938,0.009377568718399303,0.009318597128806914,0.009727446259669845,0.010524371146965876,0.010984235124856571,0.011842916946148016,0.012451465918215963,0.012788649708670583,0.0131181911502358,0.013061585353130085,0.012868272593983678,0.012434948040187858,0.01209343443132046,0.012172811330531347,0.01223868949931081,0.01249681825729248,0.01392561284701157,0.015492190301270404
0.02274778886939602,0.021118252778625987,0.020323989411227646,0.01962363996476571,0.019607577045509375,0.02086890528984649,0.021873901133437408,0.023849894228789276,0.025343941515185587,0.02618265126069718,0.026971068867017663,0.026752102256097636,0.026159444401452646,0.024788737218038384,0.023734765681241204,0.023764214750300522,0.023845512795350025,0.024312509225990608,0.026442063554709565,0.0286987502610035
0.014980717772906393,0.014054699135575556,0.013648726930114066,0.01334079391252344,0.013653680225429694,0.014705718751666045,0.015413395296773538,0.01676997070471255,0.017766177930319836,0.01831941581721614,0.01883265177226593,0.01868903442047481,0.01831031468591938,0.01743309108731926,0.01674362603193865,0.01677790663125529,0.016832301975989155,0.017169293827016985,0.018986283927854168,0.020968104077241662
0.010823218789084071,0.010226970019572807,0.009969524995730202,0.009779050364452705,0.010124661445073973,0.010864354778627967,0.011318517244821285,0.012173876733982548,0.012791555310716567,0.013125228385767304,0.013388181525024353,0.013216646790365633,0.012875417753724253,0.012113741882150334,0.011533398174832099,0.011475453282861437,0.011436532903192801,0.011578919543347024,0.01289390124133554,0.014384949423505365
0.010465076090332839,0.010023811046614471,0.00987144420266459,0.009808904621044312,0.010304557238593061,0.011128576425016645,0.011581701190372438,0.01241822267205476,0.013004919918823118,0.013322932329293179,0.013597623990621232,0.013480121942016851,0.013214790606017695,0.012630655723404499,0.012181359701866248,0.012193112169228854,0.01219984963191606,0.012395375267236391,0.013888154241950392,0.015567393141549275
0.009441166993687387,0.009003124204214487,0.008833166073010174,0.008732540809389537,0.009140589239441879,0.009832478489183016,0.010221110660318538,0.010940755617224728,0.011449203914245086,0.01172164118280427,0.011933703393344621,0.011789872933512276,0.011505717248971658,0.01088099009142227,0.010406761444577852,0.010367451349447984,0.010334826693566446,0.010461070167462866,0.011713814881615138,0.013142206178102404
0.011992265036915138,0.011281647494405347,0.01096921912125011,0.010731647563226553,0.011005747668064706,0.011818660586690679,0.012354134516322595,0.013376606559756676,0.014124753296921422,0.01453744037041864,0.01490571286498576,0.014769964458213738,0.014447150079299744,0.013712853485456224,0.013145146729871932,0.0131462744674308,0.013163616681176885,0.013394365720811426,0.014815291732947681,0.016381372002762237
0.017736133934890687,0.01667297845576743,0.016219164019152906,0.01589258629668335,0.016227428525680442,0.017497505700276677,0.018358499427405906,0.02001311317208586,0.021228114046249462,0.021911016534078467,0.022593685788828647,0.02250266401895577,0.022144196212707027,0.02130277841128691,0.020631091857624382,0.020770731572219692,0.020915426259445143,0.021407323348126846,0.023601104993384626,0.025944803316332338
