700nm,710nm,717nm,725nm,732nm,740nm,743nm,748nm,751nm,753nm,758nm,763nm,768nm,780nm,792nm,798nm,805nm,815nm,830nm,850nm
0.2476556016370905,0.2434573987698036,0.24464059854056946,0.24973619769600308,0.25676655873930826,0.2799884473922799,0.2938754166500419,0.32026510140570585,0.3388749057384278,0.3502727170882315,0.3679766770199751,0.37750807277262677,0.3853416572546592,0.4026945402247155,0.4150646632922716,0.4307965522756369,0.44336214724157014,0.4622129053516487,0.5044101529009914,0.5441372520152359
0.28831860154133293,0.2766110378014701,0.27312643182898033,0.272871408626179,0.27578054159665144,0.2980963331421762,0.3132873037264071,0.3427131706750434,0.3641407423848616,0.37697284706763456,0.3946427472632391,0.4012958249967695,0.4049373587800291,0.4125729449665232,0.41765428450030906,0.4301250889060373,0.44048815426830784,0.45735696011352944,0.4968153723727016,0.5342253281680216
0.27260936065994423,0.26380287060107815,0.2621215670160416,0.263933637133674,0.2684349144288577,0.29110075633358695,0.30578795515982193,0.33404086100028846,0.35437985128279526,0.36665784880389185,0.38434090721705605,0.39210595876467047,0.3973669976107413,0.40875664415304785,0.41665384224458735,0.430384493766498,0.4415984571976224,0.4592329459884549,0.49974944602789556,0.5380545783384605
0.2048278917119459,0.20853881335419522,0.21463831125421495,0.22536937515197256,0.2367403593872284,0.2609165815663327,0.27343013049889664,0.2966220007660396,0.3122640328205973,0.3221511956949654,0.3398910285456508,0.3524539706545855,0.3647027712235108,0.3922902549087871,0.4123371826298758,0.43150376124905987,0.44638913830655896,0.4673273586521998,0.512409244413588,0.5545768408386943
0.18135234184433935,0.18939856526100643,0.198192879253202,0.21201296270901662,0.22576321299368837,0.2504625428599002,0.26222326617116143,0.28366228872303223,0.2976775682327184,0.30673668534700516,0.3244961815534708,0.3387208332842198,0.35338978719791364,0.3865872574989843,0.4108421433570565,0.4318914102630143,0.44804835099430596,0.47013079137630504,0.5167938606358357,0.560299189487519
0.17731003137040302,0.18610276065676157,0.1953611014076984,0.2097130904497144,0.2238730321846855,0.24866243720119274,0.2602935296875658,0.2814307252441748,0.29516589038432656,0.304082424340061,0.32184530642628123,0.33635609186835036,0.35144177771246815,0.38560524488192144,0.4105847090074652,0.43195816046388946,0.4483340547526414,0.47061352108988086,0.517548858076975,0.5612845342402133
0.2573590955837385,0.2513689187366215,0.25143823057780834,0.2552569998931859,0.261303903942377,0.2843095688091575,0.29850771454203473,0.3256219295979669,0.34490414346149334,0.3566442231315626,0.3743400553195533,0.3831845922191729,0.3900178191605571,0.40505184393669935,0.4156826298411116,0.4306363196130777,0.44267632048298294,0.4610541213137198,0.5025977950558761,0.5417719495713048
0.16072223675065578,0.1725782849306816,0.1837407794129304,0.2002754658696782,0.21611659406443517,0.24127562632829921,0.25237477315797496,0.27227340867809474,0.284859112473841,0.29319055031547175,0.31096732650466546,0.32665227391864854,0.34344803713508415,0.3815755139369907,0.40952831609884993,0.43223207277965153,0.449506452394019,0.4725944231995223,0.5206470224987344,0.5653279387468004
0.22304520018482654,0.22339187561376042,0.2274001638805356,0.23573411152392437,0.24525875674664574,0.2690290410817243,0.28212679173254007,0.3066788928660603,0.3235833044212515,0.3341130407444264,0.35183761459500823,0.363111050092014,0.37348178261644344,0.39671584935153015,0.41349735105045043,0.4312029409613034,0.44510156934543693,0.4651518612088593,0.5090067295968381,0.5501362296021987
0.26694542876616006,0.2591849143767792,0.2581537874605933,0.2607111434818179,0.26578646487552465,0.28857851665945167,0.30308408169772416,0.33091407901696474,0.350860583684687,0.3629387990998697,0.38062660167913737,0.38879257291460917,0.39463752071252944,0.407380685374586,0.4162931350122737,0.43047802161253823,0.4419987744516888,0.45990932852721045,0.5008073197647512,0.5394352059788017
0.2920570938168695,0.27965913124557634,0.2757453745523832,0.2749984235429104,0.27752865728429765,0.29976114368644746,0.3150720021023134,0.3447770108678909,0.3664636436798988,0.37942761503652234,0.3970943838335394,0.4034828335340579,0.4067389567673599,0.41348114996637164,0.4178923702024365,0.4300633556195984,0.4402239238732118,0.45691051214348577,0.49611712019243276,0.5333140414743252
