700nm,710nm,717nm,725nm,732nm,740nm,743nm,748nm,751nm,753nm,758nm,763nm,768nm,780nm,792nm,798nm,805nm,815nm,830nm,850nm
0.03347103542340265,0.03330710412289031,0.03516249896757977,0.042813810437102244,0.054396751190130065,0.06517663777300424,0.07397574519456676,0.0906029250068866,0.09946054244758898,0.10534703124949135,0.12183139014016026,0.1256824837620119,0.10157741304723064,0.04276086358889892,0.03690688672999583,0.04079579213243361,0.046608502057731975,0.06113981128268335,0.08071903567912472,0.06565412079887838
0.03179548088524894,0.031733556316978453,0.03362239506350056,0.04125372172814161,0.052768441443994604,0.06338572367151471,0.07204696968805056,0.0884061744893339,0.09708977015930809,0.10286898448471184,0.11915239195982351,0.12296617561690885,0.09906763185793284,0.040756489624270614,0.03497894330871937,0.03881029513739433,0.04455085519554107,0.05891403038397417,0.07821002517454285,0.06314505324958813
0.033053908514257706,0.032923782948442566,0.0348094804195858,0.042538494155558444,0.05422724493105408,0.06505571131361501,0.07389980580198324,0.09060972304139772,0.09949644650665478,0.10540608799563883,0.12200307851707005,0.12587721205436006,0.10154077915951987,0.04216220737163114,0.03624806014986559,0.04014675709300735,0.04599138906495222,0.06062076463544333,0.08029185466220559,0.06499747774334196
0.03217779926739298,0.032164651338074876,0.03414568490175135,0.04207367044127317,0.05401660627045785,0.06497489443583089,0.07391383204850345,0.09079388172964141,0.09973693986821426,0.10569340890614409,0.12253075341538212,0.12647772719664574,0.10171305706407496,0.04128981547291608,0.035313349629057654,0.039266745526489934,0.045200250691711664,0.06005554675330574,0.07997733419871812,0.06428919463720974
0.035031646852175274,0.03469196851381178,0.03643912343405356,0.04394399579903356,0.05538631622710777,0.06616021084316953,0.07498061657485672,0.0916611010749306,0.10058967460977794,0.1065104875166939,0.1229523121727114,0.12675237932489353,0.10274407797616698,0.044167986217372675,0.038242852275156544,0.042095104520006255,0.04786959454676274,0.06233352540566063,0.08187849465081012,0.0670039481716074
0.032178781004891015,0.03207091609338861,0.03392655892818488,0.04149646453928423,0.0529467897553237,0.06353883276122109,0.07218097837834916,0.08850659641867589,0.09718450420123946,0.10295571248799792,0.11917403240324681,0.12296053270795791,0.09916902341855234,0.041120349901234,0.035340923968951325,0.03915022632456419,0.04486126168790553,0.059159783028065474,0.07840373524169277,0.06346880641667688
0.031429433690041475,0.031397988072161084,0.03330700106743745,0.04097408886512698,0.0525329151331224,0.06315753012903587,0.0718238398755746,0.08819022143605201,0.09686726048677245,0.10264474530886832,0.11895582187400783,0.12277727175677185,0.09880352749396397,0.04030983971094717,0.03451853882808029,0.038350292641684436,0.04409843071809514,0.05848786932473988,0.0778007628247838,0.06264514473126367
0.03322915712341277,0.033092964522992846,0.03497760354324197,0.04270784919082422,0.054406675415990105,0.06525304477225508,0.0741069205197129,0.09083494085362373,0.0997342968306046,0.10565105900559925,0.12225594869018598,0.12613083887399076,0.10179317565440918,0.04241149185168231,0.036494086162314934,0.04039656903238483,0.04624426525519237,0.06088093073877929,0.08058384131184793,0.06532386507825559
0.03341982454588884,0.03324584432604083,0.03509244239419895,0.04272923684031602,0.05429641002674173,0.06505983076908255,0.07385080277749463,0.09046348139962347,0.09931349279489936,0.10519463951185797,0.12166330640231589,0.12550425741852017,0.10140266456951631,0.04259605945248958,0.03672928382885735,0.04060502786597877,0.04640641026919653,0.06091958987307698,0.08046719427924572,0.06539070618872517
0.031672960811405075,0.031697149420440454,0.03369287163415993,0.041620241163891236,0.053547750007405866,0.06446139116184359,0.0733591209119133,0.09015842081370025,0.09904860039260753,0.10497264700596978,0.12175048187669361,0.12568974638953642,0.1009945058768833,0.040740422185211005,0.03479572802186516,0.0387366585438564,0.044651643825599205,0.05945954227681094,0.07930492436657902,0.06362878484625988
