f_blood,f_fat,f_water,f_mel,f_col,SO2,total_ratio,count
0.026681186113601825,0.0,0.6954147556933302,0.00831185645605687,0.12868423082036723,0.7328678249602323,0.8590920290833561,9.0
0.019673935304294676,0.0,0.7230277584690457,0.009073558982208452,0.19517361585177068,0.7492190509796747,0.9469488686073195,5.0
0.03846795521697094,0.0,0.6826242881357172,0.009635401510523622,0.10278379592490203,0.6899991096596632,0.8335114407881138,2.0
0.0073236892373037725,0.0,0.7226199807585879,0.009337006538461482,0.13585282277087704,0.7411105341690449,0.8751334993052302,1.0
0.03650869550668705,0.0,0.7780843976313963,0.011055622130087175,0.12421855783630617,0.7025294884934518,0.9498672731044766,4.0
0.010395128813960508,0.0,0.7609209521281003,0.008140423446943221,0.1498118491091374,0.7350332827446663,0.9292683534981414,9.0
0.014805886303032072,0.0,0.7235040844719655,0.010211359799318677,0.17250380294761503,0.716513287618432,0.9210251335219312,22.0
0.026553040395484166,0.0,0.751146484158026,0.010632731076556944,0.14457928579717255,0.6637399028446141,0.9329115414272395,5.0
0.017152021916079424,0.0,0.6748635665586039,0.00930726508729504,0.1963313902590884,0.6723252368480882,0.8976542438210668,1.0
0.03290631867697856,0.0,0.6630414437405874,0.008645585557471702,0.16193739041667432,0.6984720286954481,0.866530738391712,2.0
0.03529880539630436,0.0,0.7149022565652281,0.009275961998079356,0.13588819341892822,0.6787515249021062,0.89536521737854,6.0
0.01802461486527062,0.0,0.7322902241562558,0.009460139087579528,0.1222495821428486,0.6672147429391612,0.8820245602519545,3.0
0.017479726096914804,0.0,0.6724972127806523,0.010682283951162514,0.18608637563491348,0.6995760410277576,0.8867455984636432,4.0
0.033230858170483595,0.0,0.6746603487543228,0.009749571685361915,0.11720061768231672,0.7387507625529457,0.834841396292485,3.0
0.020264663477502,0.0,0.7470650911694973,0.011331288414069635,0.15681171264474314,0.708002144215142,0.935472755705812,1.0
0.039821629535859,0.0,0.6659404388042838,0.010101372780397114,0.14626947313237498,0.6728053133968982,0.8621329142529148,2.0
0.013190837656855463,0.0,0.6623961358775976,0.008005235790499523,0.1891790763112025,0.7037478474903431,0.8727712856361551,3.0
0.03496780283839134,0.0,0.7277633743030297,0.010273537291392623,0.18742088289184852,0.6658392497972325,0.9604255973246622,1.0
0.028927143116583107,0.0,0.6777540987401524,0.008612357576668901,0.1735353576398473,0.6683945173358707,0.8888289570732516,4.0
0.002014079409025282,0.0,0.7601322180177925,0.011449190078450524,0.112058190420767,0.7165886384643301,0.8856536779260354,7.0
0.019186873883626276,0.0,0.6653830370609929,0.011036771307085285,0.13464783199814498,0.7394028121770362,0.8302545142498494,4.0
0.01999769590695294,0.0,0.7099284103661763,0.010549869926727478,0.178657893591743,0.6936673528268441,0.9191338697915997,3.0
0.03686159549320581,0.0,0.7042567236797143,0.008030631839538074,0.1889664532642235,0.6778072227968489,0.9381154042766817,1.0
0.02814907356103176,0.0,0.7018552051116059,0.008092027549253037,0.13781392279063484,0.7246511951358515,0.8759102290125257,4.0
0.012995692781261795,0.0,0.7434342645884816,0.01067644782494082,0.10889361731869497,0.6783583346015746,0.8760000225133792,2.0
0.037249579146457844,0.0,0.6838618500134777,0.00930578030681854,0.17120660948056673,0.7488389191681734,0.9016238189473208,1.0
0.0027136613666778565,0.0,0.7361920860595043,0.010290937758498809,0.12255012138055733,0.741711441112388,0.8717468065652382,2.0
0.03951655989644743,0.0,0.6896099694763231,0.010345706969674257,0.16447076385415335,0.7013682097999356,0.9039430001965982,1.0
0.017787414595729446,0.0,0.756912397468019,0.008114451976185539,0.16045853678810437,0.7041699368699171,0.9432728008280383,5.0
0.029663597395548594,0.0,0.7403251785888022,0.009980909750020283,0.18073976719363208,0.7084885935937231,0.9607094529280031,4.0
